,strategy
CVS,2.0
UNH,0.0
CNC,0.0
CI,0.0
SYNH,2.0
CELG,2.0
BIIB,1.0
GSK,2.0
TEVA,2.0
MYL,1.0
XRAY,0.0
PGNX,2.0
GKOS,2.0
ALXN,2.0
IDRA,0.0
RIGL,0.0
ENDP,2.0
OMER,0.0
AMGN,0.0
TLGT,2.0
PDCO,2.0
BKD,2.0
BDX,0.0
HOLX,2.0
ANTM,0.0
ZBH,0.0
NVAX,2.0
TNDM,2.0
DXCM,2.0
LLY,0.0
HSIC,2.0
CYH,2.0
THC,2.0
SRNE,2.0
OPK,2.0
BAX,0.0
AGN,2.0
HCA,0.0
VRTX,0.0
A,0.0
MNK,2.0
AZN,0.0
DHR,0.0
EVHC,2.0
FOLD,0.0
PDLI,0.0
PKI,0.0
UHS,2.0
ACHC,2.0
NVS,0.0
TTPH,0.0
VRAY,0.0
BMRN,2.0
HRTX,0.0
TXMD,2.0
INSM,0.0
EXEL,0.0
HZNP,2.0
AKBA,0.0
TMO,0.0
ACAD,2.0
ARNA,0.0
QGEN,1.0
CLVS,0.0
ARQL,0.0
LIVN,0.0
AMAG,2.0
DGX,1.0
HALO,0.0
MCK,2.0
ABC,0.0
NVO,0.0
VNDA,2.0
EW,0.0
AMRN,0.0
IONS,2.0
NEOS,0.0
ZTS,0.0
BDSI,0.0
AKRX,0.0
RDNT,0.0
SYK,0.0
PCRX,0.0
ILMN,0.0
ISRG,0.0
PODD,0.0
CAH,2.0
DVA,1.0
REGN,2.0
MYOV,2.0
HUM,0.0
OMI,2.0
PETQ,2.0
RMD,0.0
MDXG,0.0
INCY,2.0
NVCN,2.0
GRFS,0.0
BHVN,0.0
WMGI,2.0
LH,0.0
MOH,0.0
HTGM,2.0
COO,0.0
RETA,0.0
BLUE,0.0
CORT,0.0
XXII,0.0
MASI,0.0
BRKR,0.0
NBIX,0.0
JAZZ,0.0
PRTA,2.0
PTLA,0.0
HAE,0.0
LMNX,2.0
TGTX,0.0
DPLO,0.0
BEAT,0.0
XON,2.0
SNY,1.0
DNLI,2.0
IDXX,0.0
ONCS,0.0
SRPT,0.0
SGEN,2.0
TFX,0.0
QDEL,0.0
INVA,0.0
LCI,2.0
WST,0.0
ARWR,0.0
KURA,0.0
GTHX,0.0
ALGN,0.0
AVXL,2.0
AXDX,0.0
NUVA,2.0
ADVM,0.0
BIOS,0.0
ARAY,2.0
DERM,2.0
AYTU,2.0
PRGO,2.0
PRAH,0.0
CLDX,2.0
VCEL,0.0
SENS,2.0
IQV,0.0
SGRY,2.0
AGEN,2.0
MNTA,2.0
MNKD,2.0
ICPT,2.0
MDCO,2.0
MMSI,0.0
PTN,0.0
IRWD,2.0
VAR,0.0
SUPN,0.0
COLL,0.0
PACB,2.0
AVDL,2.0
JNCE,2.0
NLNK,2.0
CRL,0.0
LNTH,0.0
RHE,0.0
INO,2.0
STE,0.0
MDGS,2.0
ONVO,2.0
FGEN,0.0
ACHN,2.0
SNN,0.0
QHC,2.0
ABMD,0.0
HRC,0.0
EGRX,2.0
DBVT,2.0
CRBP,2.0
MTD,0.0
BCRX,2.0
CBPO,2.0
CPHI,2.0
ICLR,0.0
DRRX,2.0
IOVA,1.0
TRXC,0.0
OSUR,0.0
NVCR,0.0
CRIS,2.0
PRTK,0.0
ELGX,2.0
AIMT,0.0
NVTA,2.0
CTLT,0.0
CUTR,0.0
RARE,2.0
CBM,2.0
TCMD,0.0
XNCR,2.0
FPRX,2.0
FLXN,0.0
CFMS,2.0
NVTR,0.0
ENZ,0.0
CDXS,0.0
VREX,0.0
KDMN,2.0
OTIC,2.0
ZIOP,2.0
MEDP,2.0
GBT,0.0
AERI,0.0
SEM,0.0
KPTI,2.0
IVC,0.0
EHC,0.0
MYGN,0.0
LHCG,0.0
ABIO,2.0
SRRA,0.0
UTHR,2.0
PTGX,2.0
AMED,0.0
CHRS,2.0
CASI,0.0
GMED,0.0
VERU,0.0
ONCE,2.0
PTCT,0.0
ATNM,2.0
CSU,2.0
IART,0.0
CNAT,2.0
LXRX,2.0
ADMS,0.0
RMTI,2.0
ALKS,2.0
ATRS,2.0
WCG,0.0
PTI,2.0
BIOC,2.0
ABUS,0.0
STML,0.0
NVRO,2.0
GEN,2.0
ADXS,2.0
FMS,0.0
RDY,2.0
CERS,2.0
ANGO,2.0
CTMX,0.0
RDUS,2.0
GWPH,0.0
MGLN,0.0
ADMP,0.0
EDIT,0.0
ACRS,2.0
MD,2.0
CNCE,0.0
IRTC,0.0
QTNT,2.0
ITCI,2.0
VIVO,2.0
CTIC,2.0
HCM,0.0
CTSO,0.0
ACOR,1.0
ALIM,0.0
NTLA,0.0
GNMK,2.0
VYGR,0.0
LGND,0.0
BIO,0.0
RVNC,0.0
QTRX,0.0
ZEAL,2.0
BOLD,0.0
VBLT,0.0
BPMC,0.0
NBRV,2.0
TVTY,0.0
TECH,0.0
ATRA,0.0
GLYC,0.0
CLSD,2.0
ICUI,0.0
WVE,0.0
SYBX,2.0
XLRN,0.0
LMAT,0.0
BLRX,0.0
CRMD,2.0
CMD,0.0
ADUS,2.0
CRHM,2.0
HIIQ,0.0
SIEN,0.0
ITGR,0.0
RGEN,0.0
EBS,0.0
APVO,0.0
RARX,2.0
CALA,0.0
ARDX,2.0
ADAP,0.0
TRVN,2.0
LJPC,0.0
MLNT,2.0
VSTM,0.0
ARGX,0.0
STAA,0.0
ADMA,2.0
INNT,2.0
ENTA,0.0
HBIO,0.0
NSTG,2.0
CDMO,0.0
CGIX,0.0
CRVS,2.0
SNDX,0.0
INGN,0.0
PEN,0.0
ANIP,2.0
GNCA,2.0
PRSC,0.0
FATE,0.0
TTOO,2.0
AMPH,2.0
CNMD,0.0
CYTK,2.0
FONR,0.0
CRY,2.0
AGIO,0.0
CO,0.0
EARS,2.0
HSKA,0.0
USPH,2.0
CARA,0.0
CMRX,2.0
TARO,2.0
PRPO,2.0
SNNA,2.0
NEO,2.0
DOVA,0.0
MTEM,0.0
ODT,1.0
RTTR,2.0
SCPH,2.0
CHE,0.0
CRSP,2.0
CDTX,2.0
MEIP,0.0
XENT,0.0
TCON,2.0
NERV,2.0
ATNX,0.0
NYMX,0.0
ALNA,2.0
MYO,2.0
FCSC,2.0
OPTN,2.0
BLCM,2.0
RGNX,0.0
MBRX,2.0
AFMD,2.0
EIGR,0.0
ATRC,2.0
APLS,1.0
CKPT,2.0
SRDX,1.0
OCUL,2.0
EPZM,2.0
ADRO,2.0
PLX,0.0
CFRX,2.0
ENSG,2.0
TOCA,2.0
RWLK,2.0
LPTX,2.0
TBPH,2.0
PAHC,0.0
ALDX,0.0
ONTX,2.0
JAGX,2.0
CSII,2.0
RTIX,0.0
NEOG,0.0
GNMX,2.0
AUPH,0.0
NK,2.0
DFFN,2.0
VIVE,2.0
OFIX,0.0
GLMD,0.0
MDWD,2.0
NOVN,2.0
ZFGN,0.0
ZSAN,2.0
CCXI,2.0
ARA,2.0
KIN,0.0
MACK,2.0
ACST,2.0
ATHX,0.0
KRYS,2.0
PLXP,2.0
NVIV,2.0
KIDS,2.0
PULM,0.0
SCYX,2.0
NTRA,2.0
MBOT,2.0
APTO,0.0
MRSN,0.0
SNSS,2.0
VCYT,2.0
CGEN,2.0
FOMX,2.0
ACIU,2.0
MGEN,0.0
SELB,2.0
NCNA,2.0
KMPH,0.0
ZLAB,2.0
RCKT,0.0
MBIO,2.0
CLSN,2.0
IFRX,2.0
OCX,2.0
CLLS,0.0
NTEC,2.0
FBIO,0.0
GLPG,0.0
AGRX,2.0
AGTC,2.0
CBIO,0.0
DCPH,0.0
SYRS,2.0
SPNE,0.0
MRUS,2.0
IMUC,2.0
INFU,2.0
MGNX,2.0
AXSM,2.0
HTBX,2.0
KALV,0.0
MCRB,2.0
REPH,0.0
TYHT,2.0
KALA,0.0
PSTI,2.0
FVE,2.0
IBIO,2.0
VNRX,2.0
AGLE,0.0
RYTM,2.0
CBMG,2.0
ASND,0.0
FENC,2.0
ANIK,1.0
SVRA,0.0
PRQR,2.0
UTMD,0.0
CATB,2.0
MTNB,2.0
RSLS,2.0
ZYNE,2.0
SNOA,2.0
NSPR,2.0
DXR,2.0
RDHL,2.0
SPHS,2.0
NHC,2.0
INFI,0.0
BSPM,2.0
ATOS,2.0
BIOL,2.0
MNOV,2.0
NURO,2.0
OVID,2.0
OXFD,2.0
PFNX,2.0
RVP,2.0
SBPH,0.0
SNGX,2.0
CSBR,0.0
AVGR,2.0
CELC,0.0
ACHV,2.0
ANTH,2.0
CHFS,2.0
CPIX,0.0
DRIO,2.0
LIFE,0.0
LPCN,2.0
NEPT,0.0
OBLN,2.0
TROV,2.0
TTNP,2.0
VTVT,0.0
FWP,0.0
ALBO,0.0
URGN,0.0
JYNT,0.0
ATXI,2.0
CWBR,0.0
IRIX,2.0
CYAD,0.0
AKER,2.0
ATRI,0.0
AHPI,2.0
ARCT,2.0
AZRX,2.0
BDXA,0.0
BSTC,2.0
CHEK,2.0
CYCC,2.0
DRAD,2.0
EDAP,2.0
EKSO,2.0
EYES,2.0
IRMD,0.0
KTOV,2.0
NVUS,2.0
OGEN,2.0
RGLS,2.0
SLS,2.0
SYN,2.0
TENX,2.0
TNXP,2.0
TRIB,2.0
XENE,2.0
XTNT,2.0
PRTO,2.0
VRML,0.0
ACER,0.0
VLRX,2.0
SMMT,0.0
AEZS,2.0
AKTX,2.0
ALPN,0.0
ALRN,2.0
AMS,2.0
APEN,2.0
APOP,0.0
ATEC,2.0
BCLI,0.0
BMRA,0.0
BNTC,0.0
BPMX,2.0
BPTH,2.0
BVXV,0.0
BYSI,0.0
CANF,2.0
CAPR,2.0
CATS,2.0
CBLI,0.0
CCM,2.0
CDMOP,0.0
CELGZ,2.0
CEMI,0.0
CHMA,2.0
CLBS,0.0
CLRB,2.0
CODX,2.0
CTXR,2.0
CVM,1.0
CYCCP,0.0
CYTR,2.0
DARE,2.0
DMPI,2.0
DVCR,2.0
DYNT,0.0
ELMD,0.0
EPIX,2.0
ERYP,2.0
EVFM,0.0
EVGN,2.0
EVOK,1.0
EYEG,2.0
FBIOP,0.0
FCRE,2.0
FLGT,2.0
GCVRZ,2.0
GEMP,2.0
GENE,2.0
ICCC,0.0
IDXG,2.0
IMMP,2.0
IMRN,2.0
ISR,2.0
KMDA,2.0
KZIA,2.0
LAKE,0.0
LLIT,0.0
MESO,1.0
MICR,2.0
MLSS,2.0
MSON,2.0
MTFB,0.0
MTP,2.0
MYOS,0.0
NAOV,2.0
NAVB,2.0
NBY,0.0
NDRA,0.0
NNVC,2.0
OBSV,2.0
OPGN,2.0
ORMP,0.0
PAVM,2.0
PDEX,0.0
PMD,2.0
PRPH,2.0
SLNO,2.0
SRTS,2.0
SSKN,2.0
SSY,0.0
TRIL,0.0
TRPX,2.0
VRNA,2.0
VTGN,2.0
VVUS,2.0
VXRT,2.0
XBIO,2.0
XBIT,2.0
XTLB,2.0
ZYME,2.0
CMCSA,0.0
SIRI,0.0
CZR,0.0
F,2.0
NKE,0.0
BABA,0.0
GM,0.0
TWX,2.0
LOW,0.0
MAT,2.0
MIK,0.0
DIS,2.0
LEN,0.0
MGM,0.0
HOME,0.0
CCL,0.0
DISCA,2.0
EBAY,0.0
KBH,0.0
DISCK,2.0
ETSY,0.0
GES,0.0
WYNN,0.0
HBI,2.0
CHS,2.0
SBUX,2.0
LVS,0.0
IMAX,2.0
HD,0.0
MLCO,0.0
DHI,0.0
HRB,0.0
IPG,2.0
NYT,0.0
JCP,2.0
TV,2.0
SEE,1.0
M,2.0
TSLA,0.0
TPR,0.0
LKQ,0.0
FCAU,0.0
LULU,0.0
UAA,2.0
GTN,0.0
KAR,0.0
DKS,2.0
GPK,0.0
TJX,2.0
KSS,1.0
DRI,0.0
VFC,0.0
BLL,2.0
ODP,2.0
TOL,0.0
JMEI,2.0
GME,2.0
LB,2.0
TIF,0.0
DLPH,2.0
NCLH,0.0
WEN,0.0
GPS,0.0
MGA,0.0
AEO,0.0
SFIX,0.0
NWS,0.0
IP,0.0
DAN,0.0
BBY,0.0
SBH,2.0
YUM,0.0
GIII,0.0
CARS,0.0
GT,2.0
FWONK,1.0
ARMK,0.0
APTV,0.0
CTB,2.0
SKX,0.0
PHM,0.0
FL,2.0
BBBY,2.0
MAR,0.0
SHOO,0.0
ANF,0.0
MTOR,0.0
EVC,1.0
TSCO,2.0
URBN,0.0
ETM,2.0
TPH,0.0
IGT,1.0
BLMN,0.0
GNTX,2.0
RCL,0.0
W,0.0
MDC,0.0
YUMC,0.0
ALV,0.0
BYD,0.0
WGO,0.0
FBHS,0.0
EXPE,1.0
TVPT,2.0
OUT,2.0
CROX,0.0
QRTEA,0.0
TRIP,2.0
RH,0.0
HGV,0.0
VIAB,2.0
QSR,0.0
ETH,2.0
BGFV,2.0
CBS,2.0
WRK,0.0
MCD,0.0
AXL,2.0
SIG,2.0
CRI,0.0
TILE,0.0
CAKE,2.0
TMHC,0.0
BZUN,0.0
NWSA,0.0
ULTA,2.0
PRTY,2.0
JACK,2.0
CPRT,0.0
EAT,2.0
DXLG,2.0
OMC,2.0
REVG,0.0
MHK,0.0
SPWH,2.0
CTAS,0.0
HAS,0.0
AN,2.0
VC,0.0
DPZ,0.0
TTM,2.0
FIVE,0.0
SIX,0.0
HTHT,0.0
PENN,0.0
APRN,2.0
UA,2.0
THO,0.0
TGNA,2.0
THRM,2.0
HLT,0.0
PIR,2.0
STAY,0.0
ROST,0.0
CSL,2.0
WSM,1.0
BWA,0.0
CAL,2.0
OI,0.0
CWH,0.0
DECK,0.0
MATW,2.0
PLNT,0.0
MELI,0.0
ARCO,0.0
JWN,2.0
SBGI,0.0
PLAY,2.0
TSE,0.0
LYV,0.0
ELY,0.0
H,0.0
EXPR,2.0
VSTO,2.0
DDS,2.0
CUK,0.0
KMX,2.0
PLCE,0.0
FND,0.0
SCHL,2.0
SEAS,2.0
BOOT,0.0
RL,0.0
ALSN,0.0
GPC,2.0
AMC,2.0
GCI,0.0
ORLY,2.0
HOG,2.0
TUP,0.0
ADNT,0.0
AAP,2.0
TXRH,0.0
LZB,2.0
CVGI,0.0
MUSA,0.0
CNK,2.0
MTN,0.0
LEE,2.0
BJRI,2.0
PII,0.0
TLRD,2.0
SCI,0.0
BERY,0.0
CCK,2.0
CPS,0.0
HIBB,2.0
LGIH,0.0
CMG,2.0
DNKN,0.0
FRAN,2.0
QUOT,1.0
PKG,0.0
DENN,2.0
RRR,0.0
MDCA,0.0
WLH,0.0
CETV,0.0
PZZA,2.0
BGI,0.0
POOL,0.0
COLM,0.0
CBD,0.0
LOCO,2.0
RUSHA,0.0
WMS,0.0
MCFT,0.0
ERI,0.0
FOSL,2.0
FOXF,0.0
LEG,2.0
BC,2.0
MBUU,0.0
CALI,2.0
ZUMZ,2.0
SSP,2.0
BATRK,1.0
DLTH,2.0
GOOS,0.0
GDEN,0.0
PVH,0.0
ASNA,2.0
VRA,2.0
BFAM,0.0
TEN,2.0
SUP,2.0
LL,0.0
LEA,0.0
TAST,2.0
MOD,0.0
WBC,0.0
SAH,2.0
HZO,2.0
SLGN,0.0
HMC,0.0
GPI,2.0
HOV,0.0
AMCX,2.0
TPX,2.0
PLYA,2.0
HVT,2.0
DIN,2.0
DESP,2.0
SON,2.0
NLS,2.0
LSXMK,0.0
GIL,0.0
NEWM,0.0
TCS,2.0
GEF,0.0
MPAA,2.0
MTH,0.0
CONN,0.0
TOUR,2.0
CHH,0.0
MDP,0.0
WWE,0.0
MINI,0.0
MMYT,0.0
BKNG,0.0
VSI,2.0
LCII,0.0
RRGB,2.0
HUD,0.0
JILL,2.0
WWW,0.0
SCVL,2.0
FUN,1.0
DORM,2.0
AIN,0.0
AZO,2.0
TM,1.0
LAD,0.0
SNBR,0.0
FLWS,2.0
MSG,0.0
CBRL,2.0
ENT,2.0
LE,0.0
PAG,2.0
BBGI,0.0
FNKO,2.0
NCMI,2.0
EROS,2.0
GAIA,0.0
MSGN,2.0
BKE,1.0
TA,2.0
INWK,2.0
MNRO,2.0
MCHX,0.0
SHAK,0.0
GOLF,1.0
PSO,2.0
CVNA,0.0
FWONA,2.0
LSXMA,0.0
PATK,0.0
INUV,2.0
NXST,0.0
WING,0.0
BZH,0.0
KIRK,2.0
VAC,0.0
ZAGG,0.0
FGP,2.0
TRVG,2.0
BXG,2.0
RELX,0.0
ICON,2.0
RGS,2.0
CCO,0.0
TSG,0.0
ATR,0.0
ABG,2.0
CATO,2.0
CCS,0.0
CHUY,2.0
CTRN,0.0
RACE,0.0
HI,0.0
WBAI,2.0
CHDN,0.0
RICK,0.0
FRGI,2.0
SKY,2.0
MOV,0.0
CRWS,2.0
LQDT,2.0
TSQ,2.0
PBPB,2.0
TACO,2.0
NDLS,0.0
UNF,0.0
CLUB,0.0
RUTH,0.0
HABT,2.0
CSS,2.0
SRI,0.0
BNED,2.0
MED,0.0
MCRI,0.0
JAKK,2.0
CMPR,0.0
PRTS,2.0
RLH,0.0
WPP,2.0
OXM,0.0
CMT,0.0
RDI,2.0
BBW,2.0
LCUT,2.0
JAX,2.0
DLB,0.0
NATH,0.0
MCS,2.0
YTRA,2.0
SMP,2.0
SECO,2.0
RCKY,0.0
GCO,2.0
NVR,0.0
SQBG,2.0
BLBD,0.0
SMRT,2.0
WKHS,2.0
IHG,0.0
BATRA,1.0
EDUC,0.0
FLXS,2.0
VALU,1.0
MYE,0.0
NC,0.0
EVI,0.0
CNET,2.0
HOFT,0.0
ICLK,0.0
SALM,2.0
GHC,1.0
CSV,2.0
LIND,2.0
WEYS,2.0
STKS,1.0
VOXX,0.0
SORL,0.0
CRMT,2.0
UFAB,2.0
LITB,2.0
MHO,0.0
CNTY,0.0
STON,2.0
TLYS,0.0
DXYN,2.0
CYRX,0.0
KNDI,0.0
CLAR,0.0
PLOW,0.0
CVCO,0.0
ARKR,0.0
SRAX,2.0
SSI,2.0
NYNY,0.0
ARD,2.0
JOUT,0.0
MLR,2.0
SGC,0.0
EBAYL,1.0
BH,2.0
UFPT,1.0
VIA,2.0
BSET,0.0
CIDM,1.0
CULP,2.0
DLA,2.0
FLL,0.0
GFA,2.0
NTN,2.0
NVFY,0.0
RAVE,2.0
STRT,1.0
TANNI,2.0
TLF,2.0
TWMC,2.0
UFI,1.0
YOGA,2.0
CSSE,2.0
MKGI,2.0
RUSHB,0.0
ADOM,2.0
AHC,2.0
ATV,0.0
BDL,2.0
BTN,2.0
BURG,2.0
CAAS,2.0
CCZ,0.0
CPHC,0.0
CTIB,2.0
CXDC,0.0
DDT,2.0
DGSE,2.0
DHXM,2.0
DISCB,2.0
DJCO,2.0
DSWL,0.0
DVD,2.0
EMMS,2.0
ESCA,2.0
EVK,2.0
FAT,2.0
FFHL,0.0
FORD,2.0
FORK,0.0
FUV,2.0
GNUS,2.0
GTIM,2.0
HHS,2.0
HOVNP,2.0
INSE,0.0
ISIG,2.0
JMU,2.0
KBSF,2.0
LSXMB,0.0
LUB,2.0
MANU,0.0
MNI,2.0
NAKD,0.0
NTZ,2.0
NWHM,2.0
PRPL,2.0
QRTEB,0.0
SAUC,0.0
SGA,2.0
SHSP,2.0
SYPR,0.0
TKAT,2.0
UONE,2.0
UONEK,2.0
VNCE,2.0
WINA,2.0
XELB,2.0
GE,2.0
DAL,0.0
BA,0.0
JBLU,2.0
KNX,0.0
NLSN,2.0
LUV,0.0
CSX,0.0
PAYX,0.0
MMM,0.0
ARNC,0.0
UAL,2.0
DE,0.0
AAL,0.0
CAT,0.0
DOV,0.0
RTN,0.0
BAH,1.0
UTX,0.0
ZTO,0.0
EMR,0.0
ADP,0.0
AER,0.0
ETN,0.0
ATI,0.0
HON,0.0
BCO,0.0
UNP,0.0
CNDT,0.0
LMT,0.0
MTZ,0.0
UPS,2.0
GD,0.0
PWR,1.0
STNG,2.0
RSG,0.0
TOPS,2.0
KMT,0.0
FLR,2.0
FDX,0.0
AOBC,2.0
GWW,2.0
CMI,0.0
CNHI,0.0
NSC,0.0
HA,2.0
AVYA,2.0
ITW,0.0
IRM,0.0
NOC,0.0
FLT,0.0
RXN,0.0
OSK,0.0
AMN,0.0
PCAR,0.0
IR,0.0
TISI,2.0
HMSY,2.0
KSU,0.0
GLOG,0.0
JBHT,0.0
TXT,0.0
EXPD,0.0
WERN,0.0
HCSG,0.0
CP,0.0
PNR,0.0
NAT,2.0
MLHR,0.0
FAST,0.0
BR,0.0
XPO,0.0
AGCO,0.0
CAR,0.0
URI,0.0
MCO,0.0
KBR,0.0
AQUA,2.0
FISV,0.0
SAVE,2.0
CVA,0.0
SCS,2.0
CXW,2.0
PH,0.0
HDS,2.0
ATSG,0.0
ALLE,0.0
ERJ,0.0
AOS,0.0
KTOS,0.0
TRN,0.0
SPGI,0.0
RYAAY,0.0
HTZ,2.0
IEX,0.0
EFX,2.0
SWK,0.0
SNDR,0.0
ROK,0.0
WM,0.0
RHI,0.0
AL,0.0
TDG,0.0
CAJ,0.0
CNI,0.0
SPAR,0.0
NMFC,2.0
BLDP,0.0
WCN,0.0
ABM,2.0
TYME,0.0
ALK,2.0
TEX,0.0
HDSN,2.0
CVEO,0.0
TRU,0.0
XYL,0.0
DY,0.0
CVG,2.0
QUAD,2.0
WAIR,2.0
TPC,2.0
ECHO,1.0
SSW,2.0
BECN,0.0
MWA,2.0
TKR,0.0
CLGX,0.0
G,0.0
CFX,1.0
CMCO,0.0
CRS,0.0
CATM,2.0
KNL,2.0
MRTN,0.0
DLX,1.0
MAN,0.0
AAXN,1.0
TNET,0.0
EEFT,0.0
TRI,2.0
PBI,2.0
JEC,0.0
WWD,1.0
TTC,0.0
HOLI,0.0
WAB,2.0
MTW,0.0
MIC,2.0
CHRW,0.0
LTM,0.0
DXPE,2.0
SPR,0.0
MIDD,2.0
RCII,2.0
SERV,0.0
WNC,0.0
CSGP,0.0
FLS,2.0
WBT,0.0
RS,1.0
HEI,0.0
BWXT,0.0
WOR,2.0
HTLD,0.0
NAV,0.0
HII,0.0
MSA,0.0
ACM,2.0
SRCL,2.0
RYI,2.0
WNS,0.0
GLNG,0.0
RRD,2.0
TBI,1.0
MGRC,0.0
SPXC,0.0
TGI,2.0
R,0.0
GPN,0.0
FBM,2.0
FLOW,0.0
AVY,0.0
DHT,2.0
AAWW,0.0
DCI,0.0
FTAI,0.0
DSS,0.0
SBLK,0.0
CWST,0.0
AAN,0.0
LPG,2.0
AJRD,0.0
MLI,2.0
NDSN,0.0
ASC,2.0
LII,0.0
OSG,2.0
JKHY,0.0
ADSW,2.0
VRSK,0.0
AQMS,2.0
ATTO,0.0
DAR,0.0
GMLP,2.0
SNA,2.0
TNK,2.0
CPA,0.0
ASTE,2.0
UEPS,2.0
NMM,0.0
HSII,2.0
KEX,2.0
B,0.0
SCHN,0.0
NM,2.0
HSON,0.0
GVA,0.0
ODFL,0.0
TGP,0.0
ROP,0.0
SITE,0.0
RBA,2.0
NVGS,2.0
AZUL,1.0
ACTG,2.0
GATX,2.0
MSM,1.0
GGG,0.0
GTLS,0.0
SKYW,0.0
NPO,0.0
SHLO,0.0
ITT,0.0
WCC,2.0
BRC,2.0
MCRN,2.0
SFL,0.0
PMTS,2.0
SALT,0.0
STB,2.0
GBX,0.0
GWR,0.0
VVI,0.0
EGL,0.0
ICFI,2.0
ACIW,0.0
CECE,2.0
III,0.0
YRCW,2.0
KRNT,0.0
CYD,0.0
MYRG,2.0
GLDD,0.0
LIQT,2.0
ENV,0.0
CAE,0.0
HXL,0.0
EME,0.0
PHG,0.0
HEES,0.0
LKSD,2.0
HUBG,1.0
TWI,0.0
DCO,1.0
MMS,0.0
ERII,2.0
AEGN,2.0
PRIM,0.0
ZBRA,0.0
BGG,0.0
RADA,0.0
GOGL,0.0
CCRN,2.0
JBT,0.0
CMRE,2.0
TPIC,0.0
CRAI,0.0
AIT,0.0
SNX,0.0
WTTR,0.0
EEX,2.0
ACCO,2.0
ASGN,0.0
OMAB,0.0
ATKR,2.0
UHAL,2.0
VMI,0.0
AYR,0.0
FCN,2.0
WEX,0.0
ADES,1.0
BOOM,0.0
EXLS,0.0
RTRX,0.0
MNTX,0.0
LSTR,0.0
ARTX,2.0
SRT,0.0
CBZ,0.0
SAIA,0.0
RRTS,2.0
GOL,0.0
VEC,0.0
AIR,0.0
CPLP,0.0
JOBS,0.0
ASPS,2.0
SB,0.0
DSKE,0.0
EURN,0.0
TGH,0.0
FWRD,0.0
MARA,2.0
LECO,0.0
ROL,0.0
FELE,0.0
PRGX,0.0
EXPO,0.0
KFY,0.0
HRI,0.0
LDL,2.0
PRLB,0.0
CR,0.0
LNN,0.0
CETX,2.0
CODI,2.0
AVAV,0.0
DSX,0.0
GIFI,1.0
BGSF,1.0
SSD,0.0
TNC,2.0
HURN,2.0
WLDN,2.0
WSC,0.0
CVTI,0.0
TRTN,0.0
NNBR,0.0
NNA,2.0
ROLL,0.0
NSSC,2.0
AMRC,0.0
EGLE,2.0
TNP,2.0
CLCT,0.0
BBSI,2.0
VLRS,2.0
CIR,2.0
THR,0.0
DHX,2.0
KFRC,1.0
TRS,0.0
NSP,0.0
OMEX,1.0
RECN,2.0
ASR,0.0
MORN,0.0
HZN,2.0
AIMC,0.0
PAC,0.0
CTEK,0.0
NVEE,0.0
ATRO,0.0
AZZ,2.0
KLXI,0.0
ECOL,2.0
SMHI,2.0
AVH,2.0
TOO,2.0
GV,2.0
HNI,2.0
FSS,0.0
JASN,0.0
FRO,2.0
HY,0.0
CLH,2.0
MATX,2.0
HCKT,2.0
BOMN,0.0
ALGT,2.0
WTS,0.0
RAIL,0.0
FIX,0.0
ARCB,0.0
ACRX,2.0
CAI,0.0
MG,2.0
HAYN,2.0
ORN,2.0
SPEX,0.0
GRC,2.0
FLY,2.0
AGX,2.0
GNK,0.0
HCCI,0.0
NXTD,0.0
INSW,0.0
DCIX,2.0
KAMN,0.0
HIL,0.0
NL,0.0
GHM,2.0
CUB,0.0
RGR,1.0
TTEC,0.0
ULBI,0.0
KELYA,0.0
HMLP,1.0
CSWI,0.0
CDTI,2.0
RAVN,0.0
KNOP,2.0
VRTV,2.0
TTEK,0.0
CCF,0.0
RLGT,0.0
CEA,0.0
HBP,2.0
ZEUS,2.0
FORR,2.0
STRL,0.0
STCN,0.0
GRAM,2.0
STN,1.0
CVU,2.0
EBF,0.0
PANL,0.0
IEP,2.0
ESNC,2.0
MPX,2.0
USAK,0.0
TG,2.0
IESC,2.0
KAI,0.0
BOSC,2.0
NPK,2.0
POWL,2.0
TITN,0.0
GSL,2.0
PFSW,2.0
TWIN,0.0
VSEC,0.0
SP,0.0
ALG,0.0
AXU,2.0
CREG,0.0
GENC,2.0
XONE,2.0
ULH,0.0
ERA,2.0
ESLT,0.0
GASS,0.0
KEQU,0.0
LTBR,2.0
MHH,0.0
PIXY,2.0
SEII,0.0
CCRC,2.0
EML,0.0
PFMT,2.0
GFN,0.0
JOB,2.0
AP,2.0
BWEN,2.0
CASS,2.0
CLWT,2.0
CVV,0.0
FSTR,0.0
FTEK,2.0
LMB,2.0
MAGS,2.0
PKOH,1.0
PPIH,1.0
SGBX,0.0
SPLP,0.0
STAF,2.0
UUU,2.0
ZNH,0.0
NAP,2.0
SEB,1.0
NES,0.0
WLFC,2.0
CLIR,2.0
SINO,2.0
SWP,0.0
SGRP,0.0
MICT,2.0
ACY,0.0
AIRI,2.0
AIRT,1.0
APDN,2.0
ARCW,2.0
ARTW,2.0
ASTC,2.0
AWX,2.0
AXR,2.0
BKYI,2.0
BLNK,2.0
BRPA,2.0
BRPAU,2.0
CETXP,2.0
CIX,2.0
CODA,0.0
CUO,2.0
CVR,2.0
DAC,2.0
DGLY,2.0
DLHC,2.0
DLNG,2.0
EEI,2.0
ENG,2.0
ESEA,2.0
ESTR,2.0
GFNCP,0.0
GLBS,2.0
